AssociationCount	SEMMEDDBSubject	SEMMEDBSubjectName	SEMMEDDBPredicate	SEMMEDDBObject	SEMMEDDBObjectName	BiolinkSubject	BiolinkPredicate	BiolinkObject	ComponentMissing	ValidEdge?
19	podg	Patient or Disabled Group	NEG_LOCATION_OF	bdsu	Body Substance	biolink:Cohort			NEG_LOCATION_OF	False
19	rich	unmappped	NEG_LOCATION_OF	aapp	Amino Acid, Peptide, or Protein			biolink:Polypeptide	NEG_LOCATION_OF	False
19	tisu	Tissue	NEG_LOCATION_OF	rich	unmappped	biolink:GrossAnatomicalStructure			NEG_LOCATION_OF	False
19	vtbt	Vertebrate	NEG_LOCATION_OF	orch	Organic Chemical			biolink:SmallMolecule	NEG_LOCATION_OF	False
19	anab	Anatomical Abnormality	NEG_MANIFESTATION_OF	dsyn	Disease or Syndrome	biolink:Disease		biolink:Disease	NEG_MANIFESTATION_OF	False
19	dsyn	Disease or Syndrome	NEG_MANIFESTATION_OF	phsf	Physiologic Function	biolink:Disease		biolink:PhysiologicalProcess	NEG_MANIFESTATION_OF	False
19	aapp	Amino Acid, Peptide, or Protein	NEG_METHOD_OF	topp	Therapeutic or Preventive Procedure	biolink:Polypeptide		biolink:Procedure	NEG_METHOD_OF	False
19	orgf	Organism Function	NEG_OCCURS_IN	grup	Group	biolink:PhysiologicalProcess		biolink:Agent	NEG_OCCURS_IN	False
19	antb	Antibiotic	NEG_PART_OF	orgm	Organism	biolink:Drug			NEG_PART_OF	False
19	eico	unmappped	NEG_PART_OF	cell	Cell			biolink:Cell	NEG_PART_OF	False
19	tisu	Tissue	NEG_PART_OF	fngs	Fungus	biolink:GrossAnatomicalStructure			NEG_PART_OF	False
19	horm	Hormone	NEG_PREVENTS	mobd	Mental or Behavioral Dysfunction	biolink:SmallMolecule		biolink:Disease	NEG_PREVENTS	False
19	topp	Therapeutic or Preventive Procedure	NEG_PREVENTS	emod	Experimental Model of Disease	biolink:Procedure		biolink:BiologicalEntity	NEG_PREVENTS	False
19	celf	Cell Function	NEG_PROCESS_OF	amph	Amphibian	biolink:PhysiologicalProcess			NEG_PROCESS_OF	False
19	orgf	Organism Function	NEG_PROCESS_OF	podg	Patient or Disabled Group	biolink:PhysiologicalProcess		biolink:Cohort	NEG_PROCESS_OF	False
19	aapp	Amino Acid, Peptide, or Protein	NEG_PRODUCES	eico	unmappped	biolink:Polypeptide			NEG_PRODUCES	False
19	aapp	Amino Acid, Peptide, or Protein	NEG_PRODUCES	nsba	unmappped	biolink:Polypeptide			NEG_PRODUCES	False
19	bpoc	Body Part, Organ, or Organ Component	NEG_PRODUCES	nnon	Nucleic Acid, Nucleoside, or Nucleotide	biolink:GrossAnatomicalStructure		biolink:NucleicAcidEntity	NEG_PRODUCES	False
19	celf	Cell Function	NEG_PRODUCES	nsba	unmappped	biolink:PhysiologicalProcess			NEG_PRODUCES	False
19	dsyn	Disease or Syndrome	NEG_PRODUCES	rcpt	Receptor	biolink:Disease		biolink:Protein	NEG_PRODUCES	False
19	emod	Experimental Model of Disease	NEG_PRODUCES	bacs	Biologically Active Substance	biolink:BiologicalEntity		biolink:SmallMolecule	NEG_PRODUCES	False
19	mobd	Mental or Behavioral Dysfunction	NEG_PRODUCES	bacs	Biologically Active Substance	biolink:Disease		biolink:SmallMolecule	NEG_PRODUCES	False
19	neop	Neoplastic Process	NEG_PRODUCES	bdsu	Body Substance	biolink:Disease			NEG_PRODUCES	False
19	carb	unmappped	NEG_STIMULATES	phsu	Pharmacologic Substance			biolink:Drug	NEG_STIMULATES	False
19	gngm	Gene or Genome	NEG_STIMULATES	nusq	Nucleotide Sequence	biolink:GenomicEntity		biolink:NucleicAcidEntity	NEG_STIMULATES	False
19	phsu	Pharmacologic Substance	NEG_STIMULATES	antb	Antibiotic	biolink:Drug		biolink:Drug	NEG_STIMULATES	False
19	carb	unmappped	NEG_TREATS	podg	Patient or Disabled Group			biolink:Cohort	NEG_TREATS	False
19	gngm	Gene or Genome	NEG_TREATS	neop	Neoplastic Process	biolink:GenomicEntity		biolink:Disease	NEG_TREATS	False
19	nnon	Nucleic Acid, Nucleoside, or Nucleotide	NEG_TREATS	comd	Cell or Molecular Dysfunction	biolink:NucleicAcidEntity		biolink:Disease	NEG_TREATS	False
19	famg	Family Group	NEG_USES	clas	Classification	biolink:Cohort		biolink:InformationContentEntity	NEG_USES	False
19	humn	Human	NEG_USES	medd	Medical Device			biolink:Device	NEG_USES	False
19	aapp	Amino Acid, Peptide, or Protein	NEG_higher_than	nnon	Nucleic Acid, Nucleoside, or Nucleotide	biolink:Polypeptide		biolink:NucleicAcidEntity	NEG_higher_than	False
19	antb	Antibiotic	NEG_higher_than	topp	Therapeutic or Preventive Procedure	biolink:Drug		biolink:Procedure	NEG_higher_than	False
19	bacs	Biologically Active Substance	NEG_higher_than	topp	Therapeutic or Preventive Procedure	biolink:SmallMolecule		biolink:Procedure	NEG_higher_than	False
19	carb	unmappped	NEG_higher_than	medd	Medical Device			biolink:Device	NEG_higher_than	False
19	imft	Immunologic Factor	NEG_higher_than	imft	Immunologic Factor	biolink:BiologicalEntity		biolink:BiologicalEntity	NEG_higher_than	False
19	orch	Organic Chemical	NEG_higher_than	antb	Antibiotic	biolink:SmallMolecule		biolink:Drug	NEG_higher_than	False
19	aapp	Amino Acid, Peptide, or Protein	NEG_same_as	lipd	unmappped	biolink:Polypeptide			NEG_same_as	False
19	gngm	Gene or Genome	NEG_same_as	nnon	Nucleic Acid, Nucleoside, or Nucleotide	biolink:GenomicEntity		biolink:NucleicAcidEntity	NEG_same_as	False
19	orch	Organic Chemical	NEG_same_as	chvf	Chemical Viewed Functionally	biolink:SmallMolecule			NEG_same_as	False
19	celc	Cell Component	PART_OF	plnt	Plant	biolink:CellularComponent	biolink:part_of		plnt	False
19	cell	Cell	PART_OF	plnt	Plant	biolink:Cell	biolink:part_of		plnt	False
19	irda	Indicator, Reagent, or Diagnostic Aid	PART_OF	bpoc	Body Part, Organ, or Organ Component		biolink:part_of	biolink:GrossAnatomicalStructure	irda	False
19	irda	Indicator, Reagent, or Diagnostic Aid	PART_OF	cell	Cell		biolink:part_of	biolink:Cell	irda	False
19	lipd	unmappped	PART_OF	popg	Population Group		biolink:part_of	biolink:PopulationOfIndividualOrganisms	lipd	False
19	orch	Organic Chemical	PART_OF	anim	Animal	biolink:SmallMolecule	biolink:part_of		anim	False
19	dsyn	Disease or Syndrome	PRECEDES	cgab	Congenital Abnormality	biolink:Disease	biolink:precedes	biolink:Disease	None	False
19	emod	Experimental Model of Disease	PRECEDES	neop	Neoplastic Process	biolink:BiologicalEntity	biolink:precedes	biolink:Disease	None	False
19	cgab	Congenital Abnormality	PREDISPOSES	patf	Pathologic Function	biolink:Disease	biolink:predisposes	biolink:PathologicalProcess	None	True
19	chvf	Chemical Viewed Functionally	PREVENTS	dsyn	Disease or Syndrome		biolink:prevents	biolink:Disease	chvf	False
19	fndg	Finding	PROCESS_OF	bird	Bird	biolink:DiseaseOrPhenotypicFeature	biolink:occurs_in		bird	False
19	bacs	Biologically Active Substance	PRODUCES	lipd	unmappped	biolink:SmallMolecule	biolink:produces		lipd	False
19	enzy	Enzyme	PRODUCES	bacs	Biologically Active Substance	biolink:Protein	biolink:produces	biolink:SmallMolecule	None	True
19	podg	Patient or Disabled Group	PRODUCES	rnlw	Regulation or Law	biolink:Cohort	biolink:produces	biolink:InformationContentEntity	None	True
19	gngm	Gene or Genome	STIMULATES	irda	Indicator, Reagent, or Diagnostic Aid	biolink:GenomicEntity			STIMULATES	False
19	inch	Inorganic Chemical	STIMULATES	bodm	Biomedical or Dental Material	biolink:SmallMolecule		biolink:Device	STIMULATES	False
19	lipd	unmappped	STIMULATES	opco	unmappped				STIMULATES	False
19	nsba	unmappped	STIMULATES	strd	unmappped				STIMULATES	False
19	opco	unmappped	STIMULATES	antb	Antibiotic			biolink:Drug	STIMULATES	False
19	rcpt	Receptor	STIMULATES	nsba	unmappped	biolink:Protein			STIMULATES	False
19	chvf	Chemical Viewed Functionally	TREATS	aggp	Age Group		biolink:treats	biolink:Cohort	chvf	False
19	chvs	Chemical Viewed Structurally	TREATS	podg	Patient or Disabled Group		biolink:treats	biolink:Cohort	chvs	False
19	inch	Inorganic Chemical	TREATS	mobd	Mental or Behavioral Dysfunction	biolink:SmallMolecule	biolink:treats	biolink:Disease	None	True
19	vita	Vitamin	TREATS	podg	Patient or Disabled Group	biolink:SmallMolecule	biolink:treats	biolink:Cohort	None	False
19	lbpr	Laboratory Procedure	USES	antb	Antibiotic	biolink:Procedure	biolink:has_input	biolink:Drug	None	False
19	medd	Medical Device	USES	horm	Hormone	biolink:Device	biolink:has_input	biolink:SmallMolecule	None	False
19	phsu	Pharmacologic Substance	USES	carb	unmappped	biolink:Drug	biolink:has_input		carb	False
19	bodm	Biomedical or Dental Material	compared_with	imft	Immunologic Factor	biolink:Device	biolink:related_to	biolink:BiologicalEntity	None	True
19	celc	Cell Component	compared_with	carb	unmappped	biolink:CellularComponent	biolink:related_to		carb	False
19	chvf	Chemical Viewed Functionally	compared_with	enzy	Enzyme		biolink:related_to	biolink:Protein	chvf	False
19	chvs	Chemical Viewed Structurally	compared_with	nsba	unmappped		biolink:related_to		nsba	False
19	diap	Diagnostic Procedure	compared_with	aapp	Amino Acid, Peptide, or Protein	biolink:Procedure	biolink:related_to	biolink:Polypeptide	None	True
19	dora	Daily or Recreational Activity	compared_with	phsu	Pharmacologic Substance	biolink:Activity	biolink:related_to	biolink:Drug	None	True
19	food	Food	compared_with	phsu	Pharmacologic Substance	biolink:Food	biolink:related_to	biolink:Drug	None	True
19	irda	Indicator, Reagent, or Diagnostic Aid	compared_with	eico	unmappped		biolink:related_to		eico	False
19	nnon	Nucleic Acid, Nucleoside, or Nucleotide	compared_with	strd	unmappped	biolink:NucleicAcidEntity	biolink:related_to		strd	False
19	resa	Research Activity	compared_with	imft	Immunologic Factor	biolink:Activity	biolink:related_to	biolink:BiologicalEntity	None	True
19	elii	Element, Ion, or Isotope	higher_than	nnon	Nucleic Acid, Nucleoside, or Nucleotide	biolink:SmallMolecule	biolink:related_to	biolink:NucleicAcidEntity	None	True
19	gngm	Gene or Genome	higher_than	celc	Cell Component	biolink:GenomicEntity	biolink:related_to	biolink:CellularComponent	None	True
19	imft	Immunologic Factor	higher_than	hops	Hazardous or Poisonous Substance	biolink:BiologicalEntity	biolink:related_to	biolink:SmallMolecule	None	True
19	irda	Indicator, Reagent, or Diagnostic Aid	higher_than	antb	Antibiotic		biolink:related_to	biolink:Drug	irda	False
19	qnco	Quantitative Concept	higher_than	orch	Organic Chemical	biolink:InformationContentEntity	biolink:related_to	biolink:SmallMolecule	None	True
19	resa	Research Activity	higher_than	antb	Antibiotic	biolink:Activity	biolink:related_to	biolink:Drug	None	True
19	bacs	Biologically Active Substance	lower_than	chvf	Chemical Viewed Functionally	biolink:SmallMolecule	biolink:related_to		chvf	False
19	chem	Chemical	lower_than	chem	Chemical	biolink:ChemicalEntity	biolink:related_to	biolink:ChemicalEntity	None	True
19	clnd	Clinical Drug	lower_than	orch	Organic Chemical	biolink:Drug	biolink:related_to	biolink:SmallMolecule	None	True
19	aapp	Amino Acid, Peptide, or Protein	same_as	resa	Research Activity	biolink:Polypeptide	biolink:close_match	biolink:Activity	None	True
19	antb	Antibiotic	same_as	chvf	Chemical Viewed Functionally	biolink:Drug	biolink:close_match		chvf	False
19	chvs	Chemical Viewed Structurally	same_as	inch	Inorganic Chemical		biolink:close_match	biolink:SmallMolecule	chvs	False
19	chvs	Chemical Viewed Structurally	same_as	topp	Therapeutic or Preventive Procedure		biolink:close_match	biolink:Procedure	chvs	False
19	lipd	unmappped	same_as	aapp	Amino Acid, Peptide, or Protein		biolink:close_match	biolink:Polypeptide	lipd	False
19	phsu	Pharmacologic Substance	same_as	hops	Hazardous or Poisonous Substance	biolink:Drug	biolink:close_match	biolink:SmallMolecule	None	True
19	topp	Therapeutic or Preventive Procedure	same_as	imft	Immunologic Factor	biolink:Procedure	biolink:close_match	biolink:BiologicalEntity	None	True
18	bacs	Biologically Active Substance	ADMINISTERED_TO	bact	Bacterium	biolink:SmallMolecule	biolink:affects		bact	False
18	carb	unmappped	ADMINISTERED_TO	aggp	Age Group		biolink:affects	biolink:Cohort	carb	False
18	elii	Element, Ion, or Isotope	ADMINISTERED_TO	aggp	Age Group	biolink:SmallMolecule	biolink:affects	biolink:Cohort	None	True
18	lipd	unmappped	ADMINISTERED_TO	aggp	Age Group		biolink:affects	biolink:Cohort	lipd	False
18	vita	Vitamin	ADMINISTERED_TO	humn	Human	biolink:SmallMolecule	biolink:affects		humn	False
18	celf	Cell Function	AFFECTS	elii	Element, Ion, or Isotope	biolink:PhysiologicalProcess	biolink:affects	biolink:SmallMolecule	None	True
18	cgab	Congenital Abnormality	AFFECTS	bact	Bacterium	biolink:Disease	biolink:affects		bact	False
18	emod	Experimental Model of Disease	AFFECTS	emod	Experimental Model of Disease	biolink:BiologicalEntity	biolink:affects	biolink:BiologicalEntity	None	True
18	fndg	Finding	AFFECTS	fndg	Finding	biolink:DiseaseOrPhenotypicFeature	biolink:affects	biolink:DiseaseOrPhenotypicFeature	None	True
18	inbe	Individual Behavior	AFFECTS	mobd	Mental or Behavioral Dysfunction	biolink:Behavior	biolink:affects	biolink:Disease	None	True
18	inch	Inorganic Chemical	AFFECTS	podg	Patient or Disabled Group	biolink:SmallMolecule	biolink:affects	biolink:Cohort	None	True
18	opco	unmappped	AFFECTS	emst	Embryonic Structure		biolink:affects	biolink:GrossAnatomicalStructure	opco	False
18	orgf	Organism Function	AFFECTS	sosy	Sign or Symptom	biolink:PhysiologicalProcess	biolink:affects	biolink:PhenotypicFeature	None	True
18	vita	Vitamin	AFFECTS	celf	Cell Function	biolink:SmallMolecule	biolink:affects	biolink:PhysiologicalProcess	None	True
18	vita	Vitamin	AFFECTS	ortf	Organ or Tissue Function	biolink:SmallMolecule	biolink:affects	biolink:PhysiologicalProcess	None	True
18	bacs	Biologically Active Substance	ASSOCIATED_WITH	acab	Acquired Abnormality	biolink:SmallMolecule	biolink:related_to	biolink:Disease	None	True
18	bdsu	Body Substance	ASSOCIATED_WITH	neop	Neoplastic Process		biolink:related_to	biolink:Disease	bdsu	False
18	fndg	Finding	ASSOCIATED_WITH	gngm	Gene or Genome	biolink:DiseaseOrPhenotypicFeature	biolink:related_to	biolink:GenomicEntity	None	True
18	orga	Organism Attribute	ASSOCIATED_WITH	fndg	Finding	biolink:OrganismAttribute	biolink:related_to	biolink:DiseaseOrPhenotypicFeature	None	True
18	ortf	Organ or Tissue Function	ASSOCIATED_WITH	dsyn	Disease or Syndrome	biolink:PhysiologicalProcess	biolink:related_to	biolink:Disease	None	True
18	irda	Indicator, Reagent, or Diagnostic Aid	AUGMENTS	phsf	Physiologic Function			biolink:PhysiologicalProcess	AUGMENTS	False
18	mnob	Manufactured Object	CAUSES	patf	Pathologic Function	biolink:PhysicalEntity	biolink:causes	biolink:PathologicalProcess	None	True
18	carb	unmappped	COEXISTS_WITH	bodm	Biomedical or Dental Material		biolink:coexists_with	biolink:Device	carb	False
18	emod	Experimental Model of Disease	COEXISTS_WITH	anab	Anatomical Abnormality	biolink:BiologicalEntity	biolink:coexists_with	biolink:Disease	None	True
18	hops	Hazardous or Poisonous Substance	COEXISTS_WITH	bodm	Biomedical or Dental Material	biolink:SmallMolecule	biolink:coexists_with	biolink:Device	None	True
18	lipd	unmappped	COEXISTS_WITH	irda	Indicator, Reagent, or Diagnostic Aid		biolink:coexists_with		irda	False
18	nnon	Nucleic Acid, Nucleoside, or Nucleotide	COEXISTS_WITH	hops	Hazardous or Poisonous Substance	biolink:NucleicAcidEntity	biolink:coexists_with	biolink:SmallMolecule	None	True
18	rcpt	Receptor	COEXISTS_WITH	rcpt	Receptor	biolink:Protein	biolink:coexists_with	biolink:Protein	None	True
18	sosy	Sign or Symptom	COEXISTS_WITH	inpo	Injury or Poisoning	biolink:PhenotypicFeature	biolink:coexists_with	biolink:PathologicalProcess	None	True
18	strd	unmappped	COEXISTS_WITH	nsba	unmappped		biolink:coexists_with		nsba	False
18	tmco	Temporal Concept	COEXISTS_WITH	orgf	Organism Function	biolink:InformationContentEntity	biolink:coexists_with	biolink:PhysiologicalProcess	None	True
18	anab	Anatomical Abnormality	COMPLICATES	dsyn	Disease or Syndrome	biolink:Disease	biolink:exacerbates	biolink:Disease	None	True
18	bacs	Biologically Active Substance	COMPLICATES	neop	Neoplastic Process	biolink:SmallMolecule	biolink:exacerbates	biolink:Disease	None	False
18	phsu	Pharmacologic Substance	COMPLICATES	phsf	Physiologic Function	biolink:Drug	biolink:exacerbates	biolink:PhysiologicalProcess	None	False
18	elii	Element, Ion, or Isotope	CONVERTS_TO	carb	unmappped	biolink:SmallMolecule	biolink:derives_into		carb	False
18	horm	Hormone	CONVERTS_TO	aapp	Amino Acid, Peptide, or Protein	biolink:SmallMolecule	biolink:derives_into	biolink:Polypeptide	None	True
18	orch	Organic Chemical	CONVERTS_TO	rcpt	Receptor	biolink:SmallMolecule	biolink:derives_into	biolink:Protein	None	True
18	prog	Professional or Occupational Group	DIAGNOSES	fndg	Finding	biolink:Cohort	biolink:diagnoses	biolink:DiseaseOrPhenotypicFeature	None	False
18	nsba	unmappped	DISRUPTS	fndg	Finding		biolink:disrupts	biolink:DiseaseOrPhenotypicFeature	nsba	False
18	nusq	Nucleotide Sequence	DISRUPTS	biof	Biologic Function	biolink:NucleicAcidEntity	biolink:disrupts	biolink:Phenomenon	None	True
18	nusq	Nucleotide Sequence	DISRUPTS	menp	Mental Process	biolink:NucleicAcidEntity	biolink:disrupts	biolink:Behavior	None	True
18	strd	unmappped	INHIBITS	antb	Antibiotic			biolink:Drug	INHIBITS	False
18	amph	Amphibian	INTERACTS_WITH	anim	Animal		biolink:interacts_with		anim	False
18	fish	Fish	INTERACTS_WITH	alga	unmappped		biolink:interacts_with		alga	False
18	rcpt	Receptor	INTERACTS_WITH	eico	unmappped	biolink:Protein	biolink:interacts_with		eico	False
18	rept	Reptile	INTERACTS_WITH	anim	Animal		biolink:interacts_with		anim	False
18	vtbt	Vertebrate	INTERACTS_WITH	fish	Fish		biolink:interacts_with		fish	False
18	clnd	Clinical Drug	ISA	chvf	Chemical Viewed Functionally	biolink:Drug	biolink:subclass_of		chvf	False
18	elii	Element, Ion, or Isotope	ISA	clnd	Clinical Drug	biolink:SmallMolecule	biolink:subclass_of	biolink:Drug	None	False
18	orgf	Organism Function	ISA	genf	Genetic Function	biolink:PhysiologicalProcess	biolink:subclass_of		genf	False
18	sosy	Sign or Symptom	ISA	anab	Anatomical Abnormality	biolink:PhenotypicFeature	biolink:subclass_of	biolink:Disease	None	False
18	bpoc	Body Part, Organ, or Organ Component	LOCATION_OF	chvs	Chemical Viewed Structurally	biolink:GrossAnatomicalStructure	biolink:location_of		chvs	False
18	ffas	Fully Formed Anatomical Structure	LOCATION_OF	fngs	Fungus		biolink:location_of		fngs	False
18	rich	unmappped	LOCATION_OF	elii	Element, Ion, or Isotope		biolink:location_of	biolink:SmallMolecule	rich	False
18	tisu	Tissue	LOCATION_OF	chvs	Chemical Viewed Structurally	biolink:GrossAnatomicalStructure	biolink:location_of		chvs	False
18	tisu	Tissue	LOCATION_OF	mobd	Mental or Behavioral Dysfunction	biolink:GrossAnatomicalStructure	biolink:location_of	biolink:Disease	None	True
18	dsyn	Disease or Syndrome	MANIFESTATION_OF	fndg	Finding	biolink:Disease	biolink:manifestation_of	biolink:DiseaseOrPhenotypicFeature	None	False
18	clna	Clinical Attribute	MEASUREMENT_OF	orgf	Organism Function	biolink:ClinicalAttribute		biolink:PhysiologicalProcess	MEASUREMENT_OF	False
18	hlca	Health Care Activity	METHOD_OF	lbpr	Laboratory Procedure	biolink:Activity		biolink:Procedure	METHOD_OF	False
18	cgab	Congenital Abnormality	NEG_AFFECTS	phsf	Physiologic Function	biolink:Disease		biolink:PhysiologicalProcess	NEG_AFFECTS	False
18	chvf	Chemical Viewed Functionally	NEG_AFFECTS	anab	Anatomical Abnormality			biolink:Disease	NEG_AFFECTS	False
18	chvs	Chemical Viewed Structurally	NEG_AFFECTS	acab	Acquired Abnormality			biolink:Disease	NEG_AFFECTS	False
18	chvs	Chemical Viewed Structurally	NEG_AFFECTS	biof	Biologic Function			biolink:Phenomenon	NEG_AFFECTS	False
18	elii	Element, Ion, or Isotope	NEG_AFFECTS	emst	Embryonic Structure	biolink:SmallMolecule		biolink:GrossAnatomicalStructure	NEG_AFFECTS	False
18	elii	Element, Ion, or Isotope	NEG_AFFECTS	moft	Molecular Function	biolink:SmallMolecule		biolink:MolecularActivity	NEG_AFFECTS	False
18	emod	Experimental Model of Disease	NEG_AFFECTS	genf	Genetic Function	biolink:BiologicalEntity			NEG_AFFECTS	False
18	mobd	Mental or Behavioral Dysfunction	NEG_AFFECTS	popg	Population Group	biolink:Disease		biolink:PopulationOfIndividualOrganisms	NEG_AFFECTS	False
